text,soft_skills
 Monitor and update furniture stock and accurately deliver orders tofactory;,"['service orientation', 'communication']"
 Consistently contact customers with order updates;,"['service orientation', 'communication']"
" Understand, define and analyse the needs and funtionalities of thesoftware to be developped;","['communication', 'mediation', 'instructing']"
 Dispatch the programming work to the available ressources;,"['instructing', 'mediation', 'service orientation']"
 Manage the project and the team;,"['coordination', 'mediation', 'organization']"
 Provide high quality standard of clinical care in the RHA andparticipate in the provision of clinical services;,"['mediation', 'service orientation']"
" Act as a clinical team leader, guide and supervisor in the RHA;","['mediation', 'organization']"
 Participate actively in the Preventive and Promotive activities in theRHA and in the community;,['mediation']
 Form village health committee in cooperation with village leader andhold meeting once in two months for mutual beneficial actions;,"['mediation', 'coordination']"
" Support and participate in the continuing training plans, facilitateparticipation of the ambulatory staff in the training programs,seminars, workshops organized in the region and in other training placesin the country;","['mediation', 'coordination', 'instructing']"
" Ensure flow of information through regular monthly reporting andparticipate in medical meetings, team and supervisory meetings.The person will be responsible for the effectivecoordination, approval and implementation of appropriate action plans,as well as for the following:","['mediation', 'coordination', 'instructing']"
 Development and follow,"['coordination', 'mediation', 'communication']"
"up of Commercial Strategies, including salesmanagement and product advertising and promotion;","['mediation', 'coordination', 'communication']"
" Development of new products, their planning and promotion;","['mediation', 'communication', 'coordination']"
" Procurement of raw materials, spares and other consumables requiredfor the smooth and continuous operation of the plant;","['mediation', 'instructing', 'coordination']"
" Development and management of Annual Marketing Plans, Shipment Plansand Schedules;","['coordination', 'mediation', 'communication']"
" Establishment and management of sale and purchase, import and exportcontracts;","['mediation', 'communication', 'coordination']"
 Preparation and management of Overall Sales and Expense Budget;,"['mediation', 'coordination', 'communication']"
" The overall management of the Commercial Department and compliancewith company policies and procedures, maintaining the privacy andconfidentiality of information, protecting the assets of the company,acting with ethics and integrity;","['mediation', 'coordination', 'communication']"
 Gather and produce requirements and designs;,"['adaptability', 'communication', 'mediation']"
 Write and test code for the required product;,"['instructing', 'service orientation', 'communication']"
 Accurately plan software development activities and follow establishedprocesses;,"['communication', 'instructing', 'coordination']"
" Share knowledge, mentor peers, listen and heas team members positionsand provide a fair evaluation of differing opinions;","['instructing', 'communication', 'professionalism']"
 Work productively as part of a software development team;,"['organization', 'mediation']"
 Communicate effectively with management and with team members;,"['coordination', 'communication', 'mediation']"
 Actively participate in discussions regarding technical issues.,"['mediation', 'complex problem solving', 'active listening']"
" Facilitate the management of the implementation process through alloperational departments to ensure contracts are implemented in acoordinated, timely and accurate manner;","['mediation', 'communication', 'instructing']"
" Audit, validate and track contracts throughout the contractimplementation process;","['mediation', 'coordination', 'communication']"
 Identify opportunities to streamline and improve the quality of thecontract implementation process;,"['communication', 'mediation', 'adaptability']"
" Additionally, he/she will be involved in the analysis and reporting ofaccurate contract data to support HPHC strategic HPHC networkinitiatives.Search, select, contact, negotiate and follow upthe agreements with contacted companies and service providers signed aspartners.","['mediation', 'service orientation', 'communication']"
 Undertake functions under the instructions of the Program,"['mediation', 'coordination', 'organization']"
 Closely and productively cooperate with other staff members of FADF;,"['coordination', 'mediation', 'instructing']"
 Study the possibilites of creating micro enterprises;,['mediation']
 Assist program beneficiaries in developing and initiating smallbusiness programs;,"['mediation', 'coordination', 'organization']"
 Follow the implementation of small business programs;,"['mediation', 'coordination', 'communication']"
 Due to the preliminary made sample to prepare personal data of eachbeneficiary connected with the business plan;,"['instructing', 'mediation', 'communication']"
 Prepare current and final reports of the activities undertaken.,"['mediation', 'coordination', 'instructing']"
 Undertake functions under the instructions of the Program,"['mediation', 'coordination', 'organization']"
 Closely and productively cooperate with other staff members of FADF;,"['coordination', 'mediation', 'instructing']"
 Study the possibilites of creating micro enterprises;,['mediation']
 Assist program beneficiaries in developing and initiating smallbusiness programs;,"['mediation', 'coordination', 'organization']"
 Follow the implementation of small business programs;,"['mediation', 'coordination', 'communication']"
 Due to the preliminary made sample to prepare personal data of eachbeneficiary connected with the business plan;,"['instructing', 'mediation', 'communication']"
" Prepare current and final reports of the activities undertaken.Resource center interns learn to work withnewspaper archives, operate electronic catalogues, receive libraryvisitors, update electronic databases and engage in other activities asrequired. Administrative tasks shall include written translation, oralinterpretation, taking minutes, handling surface mail etc.","['instructing', 'communication', 'active listening']"
 Supervise and control account departments;,"['coordination', 'mediation', 'communication']"
" Prepare reports (monthly, quarterly and annual) in compliance with thelocal laws and submit them for the tax authorities;","['mediation', 'coordination']"
" Check and submit all financial documentation, including incoming andoutgoing payments for the authorization;","['mediation', 'instructing', 'communication']"
 Process financial transactions; ,['mediation']
" Perform other related duties as assigned.Manage all cooks in the kitchen, arrange dailymeal for the restaurant and everything concerning the kitchen works.","['instructing', 'service orientation', 'active listening']"
 Design and implement RDBMS schemas and data access components;,"['communication', 'service orientation', 'coordination']"
 Develop strategies for deployment of high performance RDBMSoperations;,"['adaptability', 'coordination', 'mediation']"
 Design and code software components for web applications;,"['communication', 'service orientation']"
 Develop high performance and scalable algorithms;,"['adaptability', 'communication']"
 Interact with technical managers to facilitate the smooth flow of alltechnical information;,"['communication', 'mediation', 'coordination']"
 Interact and train QA Engineers in all technical aspects of theprojects.,['instructing']
 Preparation of reports to Chief Accountant;,['mediation']
" Reporting to the appropriate regulatory authorities (Central Bank,Securities Commission, State Tax Service, Social Security Fund, otherentities as required);","['mediation', 'organization', 'coordination']"
" Helping in design and establishment, and further development ofinternal financial and managerial reporting systems and financialcontrols; preparation of reports;","['mediation', 'communication', 'coordination']"
" Budget/plan preparation and related control, variance analysis ofactual results to forecasts and budgets;","['mediation', 'coordination', 'communication']"
" Coordination of works with financial institutions (banks, etc.).Responsibilities include, but are not limitedto:","['mediation', 'communication']"
" Developing grants solicitation, awarding, contracting and distributionprocedures;","['mediation', 'coordination', 'communication']"
 Preparing consolidated financial and analytical reports on grants;,"['mediation', 'coordination', 'instructing']"
 Assessing grantees financial and grants management capacity; ,"['mediation', 'coordination', 'communication']"
 Training and consulting grantee partners on improving their grantsmanagement capabilities;,"['instructing', 'coordination', 'communication']"
" Periodically conducting audits of grantee accounting, financialmanagement and grants management systems.General:","['mediation', 'coordination', 'communication']"
" As part of a team, build an NGO service organization with the goal ofdeveloping and strengthening civil society organizations; ","['organization', 'mediation', 'coordination']"
" Identify and develop service products in various areas of substantiveexpertise, including training modules, consulting packages, and othertechnical assistance services/products; ","['service orientation', 'communication', 'mediation']"
" Provide services in the specific area of expertise, e.g. grantsadministration and management, trainings and consultations oncontractual basis; ","['mediation', 'service orientation', 'communication']"
" Work effectively in a team environment to build clientele by providingquality services and successfully competing in the NGO technicalassistance service market.Responsibilities include, but are not limitedto:","['service orientation', 'organization', 'mediation']"
" Providing administrative support to overall implementation of granteeselection, grant awarding, administration, and management processes;","['mediation', 'coordination', 'communication']"
 Assisting the establishment and maintenance of monitoring andevaluation systems for following up project implementation;,"['coordination', 'mediation', 'instructing']"
" As part of a team, build an NGO service organization with the goal ofdeveloping and strengthening civil society organizations; ","['organization', 'mediation', 'coordination']"
" Identify and develop service products in various areas of substantiveexpertise, including training modules, consulting packages, and othertechnical assistance services/products;","['service orientation', 'communication', 'mediation']"
" Provide services in the specific area of expertise, e.g. grantadministration and management, trainings and consultations on acontractual basis; ","['mediation', 'service orientation', 'coordination']"
" Work effectively in a team environment to build clientele by providingquality services and successfully competing in the NGO technicalassistance service market.Responsibilities include, but are not limitedto:","['service orientation', 'organization', 'mediation']"
" Conducting assessment, and action planning for development of advocacyskills and capacities; monitoring, evaluating and consulting grantees onadvocacy strategy development;","['mediation', 'coordination', 'communication']"
" Advising grantees/clients on advocacy related research, and analyses,designing and delivering trainings in advocacy;","['mediation', 'coordination', 'communication']"
 Assisting POs in implementing local initiative advocacy grants and inefficient collaboration with mass media and local self governmentbodies.General:,"['coordination', 'mediation', 'communication']"
" As part of a team, build an NGO service organization with the goal ofdeveloping and strengthening civil society organizations; ","['organization', 'mediation', 'coordination']"
" Identify and develop service products in various areas of substantiveexpertise, including training modules, consulting packages, and othertechnical assistance services/products;","['service orientation', 'communication', 'mediation']"
" Provide services in the specific area of expertise, e.g. grantadministration and management, trainings and consultations on acontractual basis; ","['mediation', 'service orientation', 'coordination']"
" Work effectively in a team environment to build clientele by providingquality services and successfully competing in the NGO technicalassistance service market.Responsibilities include, but are not limitedto:","['service orientation', 'organization', 'mediation']"
 Assisting the development of an action plan for addressing the needsof the organization assessed in a participatory process;,"['mediation', 'coordination', 'organization']"
" Providing technical assistance to client organizations inimplementation of the action plan in institutional development (identifyresources, design and deliver training modules, provide consultations,etc.);","['mediation', 'communication', 'coordination']"
 Coordinating and providing organizational development services toclient POs.General:,"['coordination', 'communication', 'organization']"
" As part of a team, build an NGO service organization with the goal ofdeveloping and strengthening civil society organizations; ","['organization', 'mediation', 'coordination']"
" Identify and develop service products in various areas of substantiveexpertise, including training modules, consulting packages, and othertechnical assistance services/products;","['service orientation', 'communication', 'mediation']"
" Provide services in the specific area of expertise, e.g. grantadministration and management, trainings and consultations on acontractual basis; ","['mediation', 'service orientation', 'coordination']"
" Work effectively in a team environment to build clientele by providingquality services and successfully competing in the NGO technicalassistance service market.Responsibilities include, but are not limitedto:","['service orientation', 'organization', 'mediation']"
 Developing and performing an annual performance monitoring plan onoverall activities of the organization and that of the clientorganizations;,"['mediation', 'coordination', 'communication']"
" Implementing regular data collection and analyses regarding thequality, quantity, frequency, impact of provided services; presentingconclusions and lessons learned, suggesting relevant actions forstrategy revisions;","['communication', 'mediation', 'instructing']"
" Providing individual consultation to grantees for developing logicalframework, internal monitoring and/or evaluation systems of the program(report formats, work plan summary, performance monitoring plan, etc.);","['instructing', 'mediation', 'communication']"
 Performing and reporting regular/final program monitoring and dataanalyses for following up grant program implementation and for assessinggrantee performance;,"['coordination', 'mediation', 'service orientation']"
 By means of specialized training and consultation assisting the M&Ecapacity development of clients/grantees. Assuring that M&E proceduresare integrated in overall systems of the client organization andcorrespond to client needs; ,"['mediation', 'communication', 'instructing']"
 Conducting/facilitating institutional and advocacy capacityassessments and follow ups.General:,"['coordination', 'communication', 'mediation']"
" As part of a team, build an NGO service organization with the goal ofdeveloping and strengthening civil society organizations; ","['organization', 'mediation', 'coordination']"
" Identify and develop service products in various areas of substantiveexpertise, including training modules, consulting packages, and othertechnical assistance services/products;","['service orientation', 'communication', 'mediation']"
" Provide services in the specific area of expertise, e.g. grantadministration and management, trainings and consultations on acontractual basis;","['mediation', 'service orientation', 'coordination']"
 Work effectively in a team environment to build clientele by providingquality services and successfully competing in the NGO technicalassistance service market.,"['service orientation', 'organization', 'mediation']"
 Work with customers and engineers to create furniture designs; ,"['instructing', 'adaptability']"
 Supervise the environmental impact assessment organization;,"['mediation', 'coordination', 'organization']"
 Supervise the performance of the standards by the Lessee outlined inYerevan Water Systems Lease Contract;,"['mediation', 'coordination']"
 Propose modifications to the water systems operations and maintenanceby water company;,"['mediation', 'communication', 'service orientation']"
 Supervise the submission of the reports by the Lessee according to theprocedure and within the period outlined in the Project ImplementationPlan and Lease Contract;,"['mediation', 'coordination', 'organization']"
 Assess the system condition;,"['mediation', 'communication', 'coordination']"
" Assess the efficiency of the investments, etc.;",['mediation']
 Supervise the work done by the water and wastewater experts.,"['instructing', 'mediation', 'coordination']"
 Written and oral translations.,['communication']
 CBA financial activity risk assessment;,"['stress management', 'mediation']"
 Evaluation of prospects across the targeted industries;,"['mediation', 'coordination', 'communication']"
 Building intense customer relations with existing and prospectivecustomers;,"['communication', 'mediation', 'coordination']"
 Initiate and negotiate equipment and spice sales in the area;,"['mediation', 'service orientation', 'coordination']"
 Creation and presentation of quotations;,"['mediation', 'communication', 'coordination']"
 Closing contracts for equipment sales in the area;,['service orientation']
 Coordination of the entire sales process;,"['mediation', 'coordination', 'communication']"
 Market evaluation and documentation;,"['mediation', 'communication', 'coordination']"
" Analysing the market, its trends and requirements.","['mediation', 'communication', 'service orientation']"
" Identify critical IT systems, gather preliminary data for IT controlassessments and determine significant enhancements to IT systems underaudit;","['communication', 'monitoring', 'stress management']"
 Participation in development of audit programs and audit reports.Ensure completion of IT audit program requirements;,"['coordination', 'mediation', 'communication']"
 Prepare and submit status reports to the Head of Division asrequested;,"['mediation', 'coordination', 'instructing']"
 Maintain required communications for other audit divisions concerningIT audit involvement;,"['communication', 'coordination', 'mediation']"
" Monitor the process of documentation of IT system transaction flow,create and complete tests of IT system controls (upon necessity) todetermine whether these controls are in place and functioning properly.","['communication', 'mediation', 'coordination']"
 CBA activities risk and control assessment;,"['stress management', 'mediation', 'communication']"
 Cooperation with CBA units in the process of Internal Control and RiskManagement system implementation.,"['mediation', 'coordination', 'organization']"
 Supervise and mentor staff including training employees and interns;,"['instructing', 'coordination', 'communication']"
 Coordinate creation and pilot,"['coordination', 'mediation', 'communication']"
testing of training activities andprogram handbooks;,"['instructing', 'mediation', 'communication']"
 Coordinate the work of the IREX program participants;,"['mediation', 'coordination', 'communication']"
 Provide monthly reports to Washington on program activities inArmenia;,['service orientation']
 Assist in proposal design and development;,"['mediation', 'coordination', 'communication']"
 Provide detailed explanation on all presented audio and videoequipment;,"['instructing', 'communication']"
 Provide explanations on differences of prices and existing models;,"['mediation', 'communication']"
 Maintain the store related database;,"['communication', 'service orientation']"
 Show how the equipment works and its different option for customer'suse.,"['adaptability', 'instructing', 'service orientation']"
 Communicate with customers and introduce the product in case of need;,"['mediation', 'instructing', 'communication']"
 Collect necessary information regarding the products of the brand;,"['mediation', 'communication', 'coordination']"
 Provide information about the products.,"['communication', 'instructing', 'service orientation']"
 Market research and sales of trade refrigeration equipment all overthe world;,"['communication', 'mediation']"
 Support and control our representatives in different regions of theworld;,"['mediation', 'communication', 'coordination']"
" Schedule orders and monitor, supervise shipments/deliveries.","['monitoring', 'coordination', 'service orientation']"
" Manage the office LAN (local area network) and the web site of thecompany, etc.","['service orientation', 'communication']"
" Through the technical specifications, develop the given application inthe area of  Documentation and Workflow Management;","['mediation', 'coordination', 'communication']"
" Take part in implementation choice, encoding, testing and moduleintegration;","['mediation', 'instructing', 'coordination']"
 Communicate with respective organizations for verifying specificdetails of announcements when necessary.,"['instructing', 'coordination', 'mediation']"
" Explain users on the usage of the website, its forms and postingprocedures.",['mediation']
 Organize professional trainings for medical personnel;,"['instructing', 'service orientation', 'coordination']"
 Act as cashier during working hours performing daily reconciliationand filing out petty cash logbook and cash control file;,['time management']
 Inform prospective members of membership criteria and rules;,"['mediation', 'coordination', 'organization']"
" Receive and process membership, internet, gym, homeward boundapplication forms;","['instructing', 'mediation', 'communication']"
 Significantly and pleasantly inform the public of Commissary accessand membership regulations;,"['mediation', 'coordination', 'communication']"
" Track membership applications, ensuring timely processing those intothe computer;","['communication', 'instructing', 'service orientation']"
 Perform all additional tasks as assigned by the AEYEA Manager.Hiring:,['coordination']
" Actively participate in the hiring process with human resources andhiring team, using and championing the established process;","['mediation', 'coordination', 'instructing']"
" Maintain external relationships with candidate sources (universities,etc.);Performance Management:","['coordination', 'communication', 'mediation']"
 Manage performance through the CQG performance management system;,"['communication', 'coordination', 'service orientation']"
 Mentor developers from both technical and non,"['mediation', 'communication', 'instructing']"
 Manage the Integration Process.Training:,['coordination']
 Initiate and coordinate training for employees;,"['coordination', 'instructing', 'communication']"
 Contribute to training design;,['instructing']
 Allocate the most appropriate resources correctly from a people andproject perspective;,"['instructing', 'communication', 'mediation']"
 Manage the productivity of people resources  keep everyone busy;,"['stress management', 'instructing', 'communication']"
" Create a spirit of camaraderie, excitement and excellence throughoutthe resource team;","['communication', 'coordination', 'professionalism']"
" Provide an environment and infrastructure for people to be effective;include ensuring software, hardware and furniture needs are attendedto;","['communication', 'service orientation', 'adaptability']"
 Resolve conflicts between developers and project managers.,"['communication', 'complex problem solving', 'coordination']"
 Periodic group meetings/presentations to doctors and pharmacists;,"['mediation', 'coordination', 'communication']"
" Planning, reporting and analysis of activities.","['mediation', 'coordination', 'instructing']"
 Software quality testing with some guidance from senior level managersand other engineers.ESSENTIAL DUTIES AND RESPONSIBILITIES include the following:,"['instructing', 'communication', 'coordination']"
 Work independently with the aim of creating a test environment;,"['mediation', 'coordination', 'instructing']"
 Analyze software performance and report data metrics;,"['communication', 'monitoring']"
 Refer callers to the appropriate person when necessary;,['instructing']
 Take telephone messages for the staff and forward calls to staffmembers if requested by staff and/or caller;,['instructing']
 Translate design requirements and specifications into robustimplementations;,"['communication', 'mediation', 'instructing']"
"type, develop and manage the technical aspects of thesoftware; ","['communication', 'mediation', 'instructing']"
 Perform the assigned tasks in the precise and timely manner; ,"['coordination', 'mediation', 'instructing']"
" Perform quality assurance tasks, such as testing of the softwareproducts (developers testing).","['mediation', 'coordination', 'communication']"
 Document the software products that will be produced;,"['communication', 'mediation']"
 Translate design requirements and specifications into robustimplementations;,"['communication', 'mediation', 'instructing']"
"type, develop and manage the technical aspects of thesoftware; ","['communication', 'mediation', 'instructing']"
 Perform the assigned tasks in the precise and timely manner; ,"['coordination', 'mediation', 'instructing']"
" Perform quality assurance tasks, such as testing of the softwareproducts (developers testing);",['mediation']
 Document the software products that will be produced;,"['communication', 'mediation']"
 Implementation of internal control in the company;,"['mediation', 'coordination']"
" Budget formulation and management, financial analysis conducting andreporting;","['mediation', 'coordination', 'communication']"
 Timely preparation of financial statements and monthly internalreports;,"['mediation', 'coordination', 'communication']"
" Financial resources management through planning, guiding, controllingof the resources;","['communication', 'instructing', 'coordination']"
" Full compliance of financial activities, financial recording/reportingsystem and audit follow up with companys rules and regulations;","['mediation', 'coordination', 'communication']"
 Proper control of the supporting documents for payments;,"['mediation', 'coordination', 'communication']"
" Maintenance of the internal expenditures control system which ensuresthat transactions are correctly recorded and posted in General Ledger,payrolls are prepared;","['mediation', 'communication', 'instructing']"
 Maintenance of the Accounts Receivables and follow up with partners oncontributions;,['coordination']
" Control of cash position for bank accounts to ensure sufficient fundson hand for disbursements, reconciliations of the bank accounts;","['instructing', 'mediation', 'coordination']"
 Continuous analysis and monitoring of the financial situation;,"['mediation', 'coordination', 'communication']"
" Compliance with company policies and procedures, maintaining theprivacy and confidentiality of information, protecting the assets of thecompany, acting with ethics and integrity;","['mediation', 'communication', 'instructing']"
 Analyze and interpret financial rules and egulations and providesolutions;,"['mediation', 'communication', 'coordination']"
 Make analysis and prepare data for effective management of thefoundation.,"['monitoring', 'communication', 'instructing']"
 Further develop monitoring and evaluation systems and processes in useby the International Federation;,"['mediation', 'coordination', 'communication']"
 Design and manage specific evaluation exercises;,"['communication', 'coordination', 'mediation']"
 Provide feedback on the quality of evaluations and reviews;,"['communication', 'mediation', 'coordination']"
 Design and conduct training programmes on evaluation to delegationsand National Societies;,"['coordination', 'mediation', 'communication']"
 Provide input to knowledge sharing/management by identifying anddisseminating best practices;,"['communication', 'mediation', 'instructing']"
" Provide technical support to departments, regional delegations andNational Societies on design and methodology for evaluations.","['coordination', 'instructing', 'communication']"
 Inform and continuously follow up the medical development in RA inregards to new medical reforms and MoH strategies (i.e. PHC reform2006);,"['mediation', 'coordination', 'communication']"
" Follow up of drug consumption, including preparation for internationaldrug orders and orders for equipment;","['instructing', 'mediation', 'coordination']"
 Periodic collaboration with administration.,"['coordination', 'mediation', 'communication']"
 Meet and advise showroom visitors and potential customers;,"['communication', 'service orientation']"
 Maintain verbal and written correspondence with respective productdepartments in Germany;,['mediation']
" Preparation of quotations, contracts and handing vehicles over tocustomers; ","['mediation', 'coordination', 'instructing']"
" Actively make Internet research, competitor product pricing survey,market analysis determination of target groups;","['communication', 'mediation', 'organization']"
 Drafting and implementation of marketing measures for gainingcustomers and attracting interested parties;,"['mediation', 'communication', 'coordination']"
" Documentation of sales activities, reporting;","['mediation', 'coordination', 'communication']"
 Continuous self,"['self-motivation', 'self-awareness']"
"training in Porsche products and services, market andsales knowledge.","['service orientation', 'instructing', 'communication']"
 Maintenance and repair work in accordance with Porsche guidelines andstandards;,"['service orientation', 'mediation', 'instructing']"
 Preparation of documentation of his own servicing and repair workcorresponding to papers provided (order card);,['mediation']
 Ensuring that the working environment is clean and safe;,"['instructing', 'communication', 'adaptability']"
 Ensuring that tools are available and in working order;,"['instructing', 'communication', 'active listening']"
 Continuous self,"['self-motivation', 'self-awareness']"
training and improvement of skills in technical area;,"['instructing', 'mediation']"
 Coordination of his own work with customer service consultants andspare part department.,"['instructing', 'service orientation', 'coordination']"
" Prepare and maintain a variety of records, paper and electronicfiles;","['mediation', 'instructing']"
 Handle telephone calls for direct supervisors and backup telephonesupport for the rest of the staff;,"['instructing', 'coordination', 'mediation']"
" Operate office machines and equipment including printer, fax and copymachines;","['communication', 'service orientation', 'instructing']"
" Operate a computer to enter and retrieve data, maintain records andgenerate documents: utilize word processing, spreadsheet and othersoftware required by position;","['communication', 'instructing', 'mediation']"
 Establish contacts with possible business partners;,"['communication', 'service orientation', 'coordination']"
 Develop and implement strategy plans of the company.,"['coordination', 'organization', 'mediation']"
 Establish and operate the RFF accounts as per legislation of theRepublic of Armenia; ,['mediation']
 Elaborate the RFF Annual Work Plan and Budget (AWP&B) in line with themodalities and conditions defined in collaboration with the RFF BankingSpecialist/Economist;,"['coordination', 'mediation']"
 Elaborate reporting procedures; ,['mediation']
 Prepare monthly reports in accordance with the legislation of theRepublic of Armenia and annual Balance Sheets;,"['mediation', 'coordination']"
" Realize the media work plan, provided by the company.","['mediation', 'organization', 'communication']"
" Written translation, simultaneous interpretation and consecutiveinterpretation between English","['mediation', 'communication', 'coordination']"
" Editing corresponding texts.The scope of services will include, but may not be limited to thetranslation from/to the above mentioned languages in the followingspecialist areas:","['mediation', 'instructing', 'communication']"
 Maintain general ledger under Armenian accounting system;,"['mediation', 'organization', 'communication']"
 Prepare and submit to the local tax authorities quarterly reports andannual financial forms;,"['mediation', 'instructing']"
 Prepare monthly reports on NGO projects for donors and NGO Board;,['coordination']
" Serve as the primary liaison between NGO and all financialinstitutions (i.e. bank, State Income Service and Ministry of Labor andSocial Affairs etc.);","['mediation', 'coordination']"
"up contracts, agreements of staff and training participants;","['instructing', 'coordination', 'mediation']"
" Interpretation of meetings, individual and group discussions,seminars, conferences;","['mediation', 'coordination', 'communication']"
" Translation of technical information: fact sheets, reports, letters,articles;","['mediation', 'communication']"
" Under the guidance and supervision of CARD TDY, provide primaryassistance in interpreting and translating for TDY. Assistance inplanning their work activities, i.e.: setting up appointments,organizing meetings, conducting seminars, and other activities.Preparation of documents, letters, memorandums;","['instructing', 'mediation', 'coordination']"
 Coordinate logistics for the TDY;,"['coordination', 'mediation']"
 Develop and disseminate technical fact sheets and publications tofarmers;,"['communication', 'mediation', 'instructing']"
" Assist in organizing and conduct workshops, field days, demonstrationsand conferences;","['mediation', 'instructing']"
" Translate and interpret for the International consultants, farmers,experts and Government officials;","['mediation', 'coordination', 'communication']"
 Advise on issues relating to agricultural policy and procedures;,"['mediation', 'instructing', 'coordination']"
" Review and advise the Director/Deputy regarding the best strategies,policies and instruments related to all agribusiness and marketingoperations. Play a key role in the establishment and formulation ofthese strategies and policies. Responsible for the implementation ofestablished agribusiness development program strategies, including theintroduction of best practices in agricultural production, processingand marketing;","['mediation', 'coordination', 'communication']"
"making onplans and policies affecting agribusiness operations, including thedesign of new programs and projects;","['instructing', 'communication', 'mediation']"
 Elaborate and introduce internal instruments and procedures foragribusiness program management;,"['communication', 'mediation', 'coordination']"
 Develop and ensure maintenance of sections of the Project Cycle Manualpertinent to agribusiness;,"['mediation', 'coordination', 'communication']"
" Analyze the need for, and evaluate cost effectiveness of existing andpossible new programs and related performance monitoring mechanisms;","['instructing', 'adaptability', 'communication']"
 Provide analytical reports and other comprehensive information tosupport CARD management policy decisions;,"['communication', 'mediation', 'coordination']"
" Accountable for the integrity, transparency, and efficiency of CARDagribusiness programs;Agribusiness Management:. Supervise Agribusiness Department staff to ensure the integratedmanagement of all pertinent operations and oversee related managementsystems, including program/project impact monitoring system;","['coordination', 'mediation', 'communication']"
 Oversee the work of the overseas and local consultants attached to theAgribusiness Department; ,"['mediation', 'instructing', 'coordination']"
" Initiate and oversee the design and implementation of new CARDprograms, or the continuation of existing programs, in areas related toagricultural production, post","['mediation', 'instructing', 'coordination']"
"harvest handling, food processing andmarketing, and as well as the introduction of new technologies, qualitystandards and packaging improvements with special emphasis on newproducts, increased exports and new markets;","['instructing', 'mediation', 'communication']"
" Establish and manage a system for the effective monitoring andevaluation of all ongoing agribusiness programs, and theappraisal/approval of new projects and activities;","['mediation', 'coordination', 'communication']"
 Initiate and manage systematic needs assessment to identify specificproblems and opportunities for technical assistance;,"['instructing', 'communication', 'adaptability']"
" Initiate and manage researches aimed at identifying new markets,potential new products for existing markets or desirable demonstrationprojects;","['instructing', 'stress management']"
 Oversee development of technical guidelines and seminars related tofood marketing along with guidelines on the organization of trade showsand similar events;,"['coordination', 'mediation', 'communication']"
 Oversee the Department Team's advice to clients on program relatedissues. Develop materials to assist clients in the development of properbusiness plans in co,"['coordination', 'organization', 'mediation']"
ordination with the Credit Department;,"['mediation', 'coordination', 'communication']"
 Ensure participation of the Department in the Loan Advisory Committeein close cooperation with other departments and units;,"['mediation', 'coordination', 'organization']"
 Prepare annual Agribusiness Program Work Plan/Framework andcorresponding program budget proposals to be integrated into the overallCARD Strategic Result Framework;,"['initiative', 'coordination', 'organization']"
" Prepare a number of periodic reports on CARD's agribusinessoperations, including an annual program impact report and a periodicreport on special issues and proposals;","['mediation', 'coordination', 'service orientation']"
 Work in collaboration with the Finance Department and other pertinentCARD related entities to ensure proper accounting for all financialtransactions related to the Department and timely reports tomanagement;,"['mediation', 'coordination', 'instructing']"
 Conduct needs assessment and develop SOW for selection of overseasconsultants for agribusiness services;Training/information:,"['coordination', 'communication', 'mediation']"
 Train staff of the Agribusiness Department in matters related toeffective management of the Department's operations;,"['mediation', 'coordination', 'organization']"
going advice on agribusiness operations to CARD staff andother parties as requested;Miscellaneous:,['instructing']
 Gather and produce requirements and designs;,"['adaptability', 'communication', 'mediation']"
 Write and test code for the required product;,"['instructing', 'service orientation', 'communication']"
 Accurately plan software development activities and follow establishedprocesses;,"['communication', 'instructing', 'coordination']"
" Share knowledge, mentor peers, listen and heas team members positionsand provide a fair evaluation of differing opinions;","['instructing', 'communication', 'professionalism']"
 Work productively as part of a software development team;,"['organization', 'mediation']"
 Communicate effectively with management and with team members;,"['coordination', 'communication', 'mediation']"
 Actively participate in discussions regarding technical issues.,"['mediation', 'complex problem solving', 'active listening']"
 Communicate with clients;,['communication']
" Verification of various field expenses like vehicle fuel, vehiclemaintenance, communications etc. and billing employees for personalbills;","['instructing', 'service orientation', 'communication']"
 Deal with the auditing issues;,"['mediation', 'coordination', 'communication']"
 Maintenance and regular update of the Capital Assets List and of allgoods purchased by the office;,"['mediation', 'coordination']"
 Ensure the proper labelling and recording of equipment delivered tothe office;,"['instructing', 'mediation', 'coordination']"
" Administer the petty cash account and undertake obligations ofcashier, holding records in cash book;",['mediation']
" Assist in procurement of equipment, stationery, office supplies andall necessary materials as directed by the Branch Office Coordinator;","['mediation', 'coordination', 'service orientation']"
 Assist the branch office in customs related issues;,"['mediation', 'coordination', 'service orientation']"
 Provide assistance to the Regional Office Finance and AdministrationDepartment Head in periodic site visits to the regions to monitoraccounting and reporting functions in the centres established under theproject;,"['mediation', 'coordination', 'service orientation']"
"even analysis, income statements, cash flowanalysis, development of balance sheets, etc.;",['instructing']
 Providing other task related professional and logistic services to theProject Manager.,"['instructing', 'service orientation', 'communication']"
 Promote the company's drugs in the capital and regions of Armenia;,"['mediation', 'coordination']"
 Work with retail shops to ensure availability and acceptablevisibility of the company's production;,"['coordination', 'mediation', 'communication']"
 Market research and sales of trade refrigeration equipment all overthe world;,"['communication', 'mediation']"
 Support and control our representatives in different regions of theworld;,"['mediation', 'communication', 'coordination']"
" Schedule orders and monitor, supervise shipments/deliveries.","['monitoring', 'coordination', 'service orientation']"
